Customer ID,TotalPrice,TotalOrders,TotalItems,DaysSinceLastPurchase,Cluster
12717,277.93,1,94,225,1
12720,2478.94,6,1645,4,0
12721,1356.95,2,696,20,0
12724,1286.11,3,934,18,0
12725,2266.76,4,1142,6,0
12726,1405.5,4,1475,22,0
12727,1698.8300000000002,3,734,77,0
12728,233.84,1,124,18,0
12730,829.25,1,234,156,1
12731,6879.8,5,3204,77,0
12733,2040.92,3,759,24,0
12734,529.25,2,177,9,0
12737,3710.5,2,2,133,0
12738,155.35,1,148,7,0
12739,1713.69,2,465,20,0
12741,406.07,2,214,164,1
12742,1201.52,1,1359,260,1
12744,4037.77,4,1753,94,0
12745,925.41,3,468,121,0
12746,254.55,1,97,175,1
12747,5080.53,16,1483,4,0
12748,22879.66,144,13362,0,2
12749,2806.48,4,889,34,0
12751,268.27,1,189,79,0
12755,5218.709999999999,10,2290,0,0
12758,7111.650000000001,5,4020,94,0
12759,3489.3,5,2300,21,0
12760,347.8,1,198,90,0
12761,782.95,2,281,92,0
12763,320.08,1,196,4,0
12765,1404.58,6,1009,107,0
12766,3078.65,3,1800,1,0
12767,949.82,1,598,10,0
12768,168.69000000000003,1,102,85,0
12770,1895.0,1,1100,91,0
12771,282.3,1,104,120,0
12773,124.25,1,109,199,1
12774,98.7,1,53,170,1
12775,300.08,2,206,23,0
12776,55.5,1,46,302,1
12777,519.45,1,458,92,0
12778,953.45,3,910,31,0
12779,2740.91,7,1617,6,0
12780,337.4,1,285,233,1
12782,2287.32,6,931,9,0
12784,1230.33,1,582,164,1
12785,788.45,2,322,170,1
12786,728.5,1,324,244,1
12787,398.52,1,249,48,0
12788,444.9,4,194,98,0
12789,181.5,2,32,147,1
12790,266.93,1,140,45,0
12791,863.51,6,353,8,0
12792,426.47,1,177,169,1
12793,471.85,2,231,6,0
12796,381.0,1,182,263,1
12797,552.08,2,215,0,0
12798,1533.89,1,3199,56,0
12799,219.35,1,137,164,1
12800,584.25,3,284,105,0
12801,1071.82,1,505,135,0
12802,1988.84,6,1658,77,0
12803,1092.81,1,872,28,0
12804,327.02,2,271,100,0
12805,1434.95,4,593,16,0
12806,2878.96,4,2087,70,0
12807,330.35,1,145,18,0
12808,422.45,3,187,3,0
12809,1266.63,2,298,200,1
12810,534.99,2,389,169,1
12811,519.05,2,205,13,0
12813,1687.8,3,1141,136,0
12817,524.94,2,166,34,0
12819,540.52,1,344,93,0
12820,1747.18,7,1244,32,0
12821,128.07999999999998,1,92,246,1
12823,4742.0,13,700,29,0
12825,518.63,2,139,156,1
12826,1481.03,6,937,0,0
12829,92.3,1,174,185,1
12831,236.06,2,168,98,0
12835,6043.31,41,2357,62,0
12836,3972.76,11,1172,24,0
12837,554.31,1,185,204,1
12838,2715.35,9,1486,8,0
12839,4480.31,13,3042,2,0
12840,1315.2,3,747,72,0
12841,3518.33,17,2657,4,0
12842,799.0,2,340,39,0
12843,4886.15,22,2250,17,0
12844,322.64,2,98,77,0
12846,15.58,1,1,317,1
12847,765.36,1,624,22,0
12848,208.0,1,58,310,1
12849,2039.67,4,1259,16,0
12850,330.0,1,200,80,0
12851,148.95,1,51,112,0
12853,1950.4,5,868,62,0
12854,1669.52,4,1008,196,1
12855,612.84,4,240,7,0
12857,2581.6,4,1077,71,0
12858,177.92,1,63,18,0
12859,575.1,1,292,93,0
12860,55.47,1,27,328,1
12861,68.25,1,27,254,1
12862,1008.32,2,613,60,0
12863,2271.35,5,707,14,0
12864,152.45,1,231,143,1
12865,1755.24,2,1048,13,0
12866,668.23,2,382,109,0
12867,3876.47,6,3641,32,0
12868,640.0,3,354,8,0
12869,337.67,1,144,316,1
12870,1676.95,3,906,10,0
12871,363.38,1,284,74,0
12872,3085.52,11,1536,0,0
12873,1653.3,2,658,32,0
12874,948.42,2,623,20,0
12875,1013.76,3,3168,106,0
12876,1863.77,2,1106,29,0
12877,1419.4,8,1084,36,0
12880,640.13,2,279,16,0
12887,222.4,1,100,18,0
12889,385.46,4,124,16,0
12890,336.8,1,207,22,0
12891,509.5,8,1375,93,0
12892,263.38,1,140,31,0
12894,157.35,1,33,210,1
12897,297.75,2,139,16,0
12898,310.96000000000004,2,240,98,0
12899,366.4,1,108,48,0
12900,340.33,1,139,57,0
12903,833.53,1,493,63,0
12905,1018.42,2,532,211,1
12907,508.91,2,177,30,0
12908,1026.0,3,1800,15,0
12909,924.52,3,668,59,0
12910,2721.48,5,1940,14,0
12911,1680.47,1,820,186,1
12913,4217.2300000000005,9,1813,3,0
12914,223.98,1,336,35,0
12915,811.1,3,359,7,0
12916,1647.87,3,655,77,0
12917,3765.2,5,984,35,0
12918,10953.5,1,1,261,1
12920,323.86,3,292,206,1
12921,19333.95,39,12182,1,0
12923,612.9,2,168,25,0
12924,1535.7,8,942,28,0
12925,35.28,1,108,227,1
12926,1548.46,4,766,46,0
12927,197.31,1,145,29,0
12928,2242.19,7,1427,13,0
12931,50291.38,42,34902,15,0
12932,1698.56,8,1609,174,1
12933,1079.5,5,460,15,0
12934,181.65,1,31,371,1
12935,2083.16,8,1348,10,0
12937,1593.34,5,976,98,0
12939,13683.0,12,5452,14,0
12941,377.49,1,381,359,1
12942,258.75,1,69,0,0
12943,496.5,2,222,193,1
12945,437.16,1,281,291,1
12946,324.45,1,149,71,0
12947,304.04,1,184,8,0
12948,252.48,2,224,365,1
12949,11359.48,14,5852,17,0
12951,2149.65,9,1159,21,0
12953,498.96,1,280,157,1
12954,162.45,1,83,273,1
12956,413.82,3,306,319,1
12957,4689.43,5,2137,176,1
12958,539.49,2,131,35,0
12959,150.95,1,109,119,0
12960,1322.07,4,1379,48,0
12961,211.99,1,180,14,0
12963,1744.96,5,928,0,0
12964,132.24,1,56,72,0
12967,2646.02,2,834,6,0
12969,122.45,1,55,237,1
12970,1072.73,6,704,15,0
12971,4782.88,33,5298,1,0
12972,1161.2,4,844,48,0
12973,385.55,1,31,48,0
12974,264.15,1,80,200,1
12975,2100.09,6,911,71,0
12976,2417.78,7,2123,13,0
12977,478.39,3,119,136,0
12978,2502.82,5,1394,20,0
12979,517.7,1,520,364,1
12980,8870.880000000001,12,1024,21,0
12982,2354.27,7,1441,29,0
12983,490.08,1,638,233,1
12986,2729.84,10,1164,63,0
12987,753.51,3,366,55,0
12989,6627.64,18,3992,59,0
12990,546.0,4,280,52,0
12991,261.06,1,78,24,0
12992,93.35,1,21,360,1
12993,844.87,4,511,80,0
12996,355.5,1,122,10,0
12997,884.02,4,522,29,0
12998,920.08,3,1124,127,0
13000,497.65,1,169,360,1
13001,14353.28,20,8034,39,0
13002,293.18,2,128,51,0
13004,5994.94,18,3946,21,0
13005,485.98,2,290,66,0
13007,175.25,1,59,214,1
13008,382.66,2,204,32,0
13009,234.0,1,120,307,1
13010,330.12,2,323,9,0
13011,50.55,1,13,7,0
13012,1310.99,3,739,64,0
13013,7814.83,18,4239,6,0
13014,1914.8,1,1074,67,0
13015,3240.14,6,1918,73,0
13018,2485.46,7,1311,48,0
13019,1229.95,6,397,14,0
13020,618.96,2,278,197,1
13021,2270.86,8,1194,9,0
13022,65.3,1,35,64,0
13023,759.13,1,299,163,1
13024,555.87,2,181,105,0
13025,323.39,1,241,366,1
13026,757.72,4,846,123,0
13027,10423.2,13,25800,20,0
13029,679.8,2,60,9,0
13030,427.74,1,204,3,0
13031,3419.27,5,2399,42,0
13032,1833.37,7,906,27,0
13033,30.0,1,15,64,0
13034,279.91,2,153,4,0
13035,442.32,1,282,66,0
13036,307.1,1,38,319,1
13037,3033.88,9,1699,34,0
13039,1010.73,4,290,219,1
13041,799.13,4,335,85,0
13042,1556.54,3,830,233,1
13044,4293.43,10,2124,127,0
13045,503.64,2,184,36,0
13046,319.94,1,241,91,0
13047,5557.62,17,2055,8,0
13048,2248.3,5,1467,71,0
13049,751.5600000000001,2,352,24,0
13050,6507.67,19,3458,1,0
13051,155.8,2,72,213,1
13052,2820.38,6,1232,55,0
13053,127.65,1,47,256,1
13055,1106.7,1,927,64,0
13056,209.48,1,158,186,1
13057,722.09,3,466,165,1
13059,2119.77,9,829,48,0
13063,188.4,1,116,115,0
13064,561.25,2,154,185,1
13065,1055.05,5,381,8,0
13067,393.05,2,99,44,0
13069,5247.01,16,9519,4,0
13070,522.9,3,262,94,0
13071,129.22,1,30,247,1
13073,418.08,2,261,46,0
13074,1378.74,4,826,146,1
13076,135.4,1,44,92,0
13077,2335.4,8,1922,1,0
13078,16904.510000000002,32,6553,1,0
13079,199.08,1,96,52,0
13080,222.65,3,73,36,0
13081,30867.77,19,22355,6,0
13082,3722.12,12,4142,59,0
13083,91.68,1,120,60,0
13084,122.4,1,144,126,0
13085,2017.2,6,728,314,1
13086,439.33,1,155,17,0
13087,313.64,1,86,361,1
13088,236.11,1,76,52,0
13089,57912.03,109,29164,3,2
13090,5192.27,13,1182,0,0
13091,1976.0,2,873,364,1
13092,1662.45,7,385,49,0
13093,47111.18,48,22266,8,0
13094,505.8,2,372,3,0
13096,419.7000000000001,1,6,29,0
13097,7378.8,18,3033,23,0
13101,594.21,3,365,133,0
13102,5272.83,14,2372,0,0
13103,465.7000000000001,2,344,72,0
13104,610.62,3,330,50,0
13105,72.0,1,100,71,0
13106,526.96,1,213,48,0
13107,3721.45,5,3023,48,0
13108,748.46,2,745,7,0
13109,347.49,1,237,186,1
13110,1468.8000000000002,5,375,72,0
13111,321.88000000000005,1,180,353,1
13112,20.6,1,11,176,1
13113,6379.77,14,1500,1,0
13114,234.38,1,74,365,1
13115,3199.92,6,2367,14,0
13117,1658.9,12,1122,0,0
13118,1217.6,4,424,11,0
13119,134.9,1,110,303,1
13123,506.75,2,268,107,0
13124,916.12,1,636,20,0
13125,158.57,1,54,158,1
13126,1898.61,7,1266,1,0
13128,263.5,1,31,266,1
13129,233.25,2,296,87,0
13131,2240.47,4,1076,53,0
13133,90.65,1,23,94,0
13134,681.65,2,305,37,0
13135,275.45,1,123,126,0
13136,3666.95,8,1781,10,0
13137,4062.29,8,2068,21,0
13138,504.85,2,245,7,0
13139,3138.04,1,2189,72,0
13140,791.96,3,462,1,0
13141,5279.83,12,3621,20,0
13143,405.1,1,198,219,1
13144,24.4,1,8,66,0
13145,805.0,4,121,7,0
13148,4914.6900000000005,14,2596,24,0
13150,449.97,3,171,119,0
13151,1322.87,2,469,260,1
13152,2146.38,7,977,52,0
13154,1624.84,3,976,34,0
13155,778.42,3,412,3,0
13156,1586.54,3,914,20,0
13157,3946.14,5,3323,44,0
13158,307.12,1,208,23,0
13161,366.13,1,77,135,1
13162,7587.2,12,4042,15,0
13163,17.65,1,3,245,1
13164,372.2,2,120,204,1
13165,429.68,1,360,48,0
13166,466.98,1,311,49,0
13167,333.82,1,222,25,0
13168,556.12,1,230,177,1
13169,127.2,1,24,197,1
13172,69.6,1,48,35,0
13173,2285.7,10,1343,2,0
13174,6677.81,10,3146,4,0
13175,831.45,2,423,217,1
13177,229.75,1,89,65,0
13178,8333.72,10,5208,32,0
13179,572.3100000000001,1,368,253,1
13180,86.10000000000001,1,42,242,1
13181,359.69,1,171,16,0
13183,3078.4,6,1819,29,0
13187,130.99,3,280,259,1
13190,570.66,3,308,179,1
13191,164.69,1,115,293,1
13192,1646.64,4,1034,170,1
13194,412.08,1,300,56,0
13195,172.38,1,83,49,0
13196,1271.06,3,782,78,0
13197,373.0100000000001,1,204,244,1
13198,1572.99,2,801,22,0
13199,6615.77,30,5843,1,0
13201,1240.61,4,1039,137,0
13202,1580.3,7,572,29,0
13203,1778.79,6,1613,21,0
13204,966.66,1,428,366,1
13205,2803.2,1,256,78,0
13206,8377.32,13,7155,35,0
13207,285.6,2,48,86,0
13208,764.6,3,541,84,0
13209,2617.9,5,1528,149,1
13211,1531.9,7,1016,16,0
13213,2330.94,6,1602,18,0
13214,3264.23,7,2966,52,0
13215,81.6,1,96,37,0
13217,132.5,1,250,290,1
13219,76.23,1,11,253,1
13220,516.8,1,200,210,1
13222,88.5,1,30,212,1
13223,805.9200000000001,4,480,58,0
13225,9796.23,9,3985,56,0
13226,204.25,1,99,28,0
13230,3553.81,17,1970,0,0
13233,571.34,2,600,55,0
13234,356.95,2,162,307,1
13237,643.0,1,128,22,0
13238,305.9,2,144,65,0
13239,1265.13,4,824,72,0
13240,1074.87,5,561,0,0
13241,115.58,1,48,46,0
13242,429.0,4,220,86,0
13243,677.97,4,346,84,0
13245,558.72,1,246,67,0
13246,1400.13,5,1213,28,0
13249,897.52,6,700,36,0
13250,256.04,2,108,95,0
13251,252.68,1,215,37,0
13252,399.3,2,134,29,0
13253,1920.71,2,1443,65,0
13254,51.41,1,43,11,0
13255,504.95,2,340,8,0
13257,149.75,1,33,71,0
13258,336.6,2,164,14,0
13259,1141.06,8,385,32,0
13262,373.16,2,122,24,0
13263,1250.62,4,610,28,0
13264,722.5600000000001,1,375,77,0
13266,2300.78,7,2409,48,0
13267,5236.77,18,2135,1,0
13269,3545.47,14,3050,4,0
13270,590.0,1,200,1,0
13274,360.85,1,199,44,0
13275,241.66,2,140,18,0
13276,1348.33,3,694,32,0
13277,264.9,3,206,15,0
13278,893.12,3,821,34,0
13280,1507.77,4,973,14,0
13281,350.85,1,201,74,0
13282,181.05,1,103,41,0
13283,279.7,2,114,202,1
13285,655.47,2,406,235,1
13286,734.91,1,274,235,1
13287,781.59,3,429,238,1
13288,927.61,5,379,78,0
13289,307.95,1,119,358,1
13290,208.63,1,1,73,0
13291,2959.73,10,1386,49,0
13292,415.57,3,183,50,0
13293,1192.94,6,555,27,0
13294,815.79,1,543,281,1
13295,900.77,3,651,11,0
13296,705.11,5,575,58,0
13297,2278.77,3,1731,20,0
13299,1076.2,2,386,58,0
13300,913.62,2,252,23,0
13302,95.45,1,7,161,1
13303,61.72,1,26,35,0
13304,917.57,3,478,90,0
13305,1753.85,7,1129,7,0
13306,53.65,1,74,65,0
13307,258.34,2,136,122,0
13308,284.86,1,230,231,1
13309,249.58,1,370,27,0
13310,409.17,2,229,15,0
13312,124.75,1,41,86,0
13313,1890.0,7,1457,114,0
13315,310.26,1,232,324,1
13316,7213.84,6,14424,27,0
13317,4212.411,13,2114,20,0
13319,11236.95,34,4546,0,0
13320,679.4,2,423,69,0
13324,3391.52,8,3243,63,0
13326,281.76,1,140,67,0
13327,6251.71,14,2879,0,0
13329,4323.97,7,3023,1,0
13330,1665.25,3,1224,90,0
13331,262.4,1,54,36,0
13333,1015.74,3,685,46,0
13334,2726.93,2,1453,171,1
13337,1575.26,1,980,181,1
13338,1958.6,3,895,176,1
13340,11364.08,5,3866,52,0
13346,299.4,6,180,97,0
13357,3228.41,4,1820,129,0
13359,603.75,1,220,38,0
13360,1553.65,4,942,66,0
13361,1450.5,2,324,107,0
13362,2303.33,3,1099,13,0
13363,731.36,1,436,44,0
13367,510.2000000000001,1,253,66,0
13368,498.1,2,279,49,0
13369,308.28000000000003,1,149,0,0
13370,754.87,1,343,6,0
13371,2297.66,2,1019,140,1
13373,4274.94,3,2612,50,0
13374,422.8,2,135,49,0
13375,1013.58,1,682,79,0
13377,1552.88,2,748,31,0
13380,62.4,1,48,67,0
13381,4585.06,6,3096,14,0
13382,1164.59,4,732,63,0
13383,305.28000000000003,1,288,178,1
13384,2528.9,4,1720,25,0
13386,835.46,2,514,49,0
13387,189.44,1,125,52,0
13388,508.55,1,419,238,1
13392,91.14,1,82,312,1
13393,1131.45,4,662,218,1
13394,4101.68,11,2962,14,0
13395,872.51,2,1324,35,0
13397,1647.74,5,906,72,0
13398,213.0,1,60,83,0
13399,275.4,3,120,99,0
13400,310.83,1,284,217,1
13402,913.9,3,628,7,0
13403,154.5,2,70,22,0
13405,641.36,3,690,116,0
13406,568.92,2,292,62,0
13407,2244.7,3,1690,213,1
13408,23616.422,46,13267,6,0
13410,1198.9,4,726,28,0
13412,487.35,1,176,255,1
13413,429.44,6,455,274,1
13414,1103.64,3,1128,98,0
13415,800.67,4,502,107,0
13416,228.3,1,66,371,1
13417,1028.66,4,370,182,1
13418,6106.17,15,3688,7,0
13421,2252.04,6,1239,41,0
13423,217.03,1,141,63,0
13424,572.77,1,529,84,0
13425,1779.42,2,1259,143,1
13426,4526.06,12,2623,17,0
13427,423.93,3,335,112,0
13428,281.51,2,210,149,1
13431,2047.14,6,898,41,0
13432,439.1,2,217,206,1
13433,658.3199999999999,4,190,136,0
13434,1132.62,3,564,20,0
13435,665.34,2,662,11,0
13438,46.5,1,10,182,1
13439,702.9,2,710,23,0
13440,1295.25,7,573,58,0
13441,424.26,1,316,66,0
13442,419.87,3,115,302,1
13443,1280.16,6,809,83,0
13444,631.6800000000001,2,337,9,0
13445,241.9,1,198,261,1
13446,3881.89,11,2403,65,0
13448,5701.5,9,2744,8,0
13450,2076.32,7,2336,9,0
13451,4214.77,6,3119,16,0
13452,139.8,1,4,107,0
13453,424.71,1,207,37,0
13454,219.87,1,198,276,1
13455,1847.59,5,631,1,0
13457,148.22,2,96,323,1
13458,2312.7,2,1252,14,0
13459,1160.41,2,986,259,1
13461,2715.0,3,1962,42,0
13462,1002.35,4,635,45,0
13464,2422.96,5,1037,29,0
13465,931.12,2,584,81,0
13466,705.45,4,401,43,0
13468,7685.54,38,3235,3,0
13469,82.4,1,52,288,1
13472,592.24,2,310,98,0
13473,2235.12,6,734,209,1
13474,434.2,2,202,78,0
13476,823.0,3,296,41,0
13477,1379.59,5,1074,90,0
13478,2215.78,5,1189,104,0
13479,550.42,2,582,87,0
13480,627.82,2,362,51,0
13481,2026.28,6,913,9,0
13482,151.45,1,71,262,1
13484,476.92,2,180,18,0
13485,2564.98,10,1521,11,0
13487,271.47,2,97,140,1
13488,6619.57,11,3373,2,0
13490,154.25,1,25,289,1
13491,3350.74,18,1482,7,0
13495,3329.39,6,1845,3,0
13497,972.28,5,416,3,0
13498,327.38,1,362,365,1
13500,299.53,1,229,36,0
13501,1544.79,2,693,121,0
13502,488.5,2,226,50,0
13503,1688.54,5,870,114,0
13506,1180.68,4,850,4,0
13508,176.07999999999998,1,156,277,1
13509,135.0,1,108,142,1
13510,2766.73,7,1658,10,0
13511,282.76,1,60,311,1
13512,462.18,3,276,22,0
13513,619.49,2,255,76,0
13514,663.7,3,248,63,0
13515,374.7,2,138,84,0
13516,295.85,1,129,52,0
13519,220.46,1,110,77,0
13520,3285.05,6,1640,6,0
13523,1136.64,2,602,1,0
13526,1182.0,2,1911,373,1
13527,2396.23,5,1070,53,0
13530,402.98,1,272,269,1
13531,1254.72,5,426,1,0
13534,1850.82,10,908,14,0
13535,89.5,1,10,37,0
13537,717.85,2,337,60,0
13538,1831.88,5,788,31,0
13539,938.02,4,390,55,0
13540,632.39,3,189,102,0
13541,785.25,2,279,62,0
13542,4006.17,17,815,11,0
13543,1439.61,2,329,269,1
13544,537.59,4,231,46,0
13545,374.64,2,257,25,0
13546,465.15,2,230,17,0
13547,175.53,1,82,43,0
13548,226.58,1,124,106,0
13549,87.6,1,96,22,0
13550,349.51,1,454,18,0
13551,152.39999999999998,1,24,301,1
13552,3238.85,10,1237,63,0
13553,517.8,1,206,309,1
13554,1638.28,7,582,15,0
13555,4849.91,9,2167,13,0
13556,200.82,2,134,64,0
13557,2448.2,11,1852,50,0
13559,990.0,2,360,147,1
13561,1678.86,10,1053,32,0
13562,3038.85,5,846,36,0
13564,15500.53,35,8590,3,0
13565,174.57999999999998,1,88,46,0
13566,833.41,3,691,69,0
13567,1083.69,4,645,63,0
13569,520.03,3,238,2,0
13571,2454.2200000000003,14,1438,17,0
13573,622.07,4,357,14,0
13574,421.25,1,316,46,0
13576,4834.400000000001,11,1968,8,0
13577,1801.68,7,870,17,0
13578,147.66,1,127,44,0
13579,1072.0,4,588,4,0
13580,107.75,1,45,41,0
13581,162.53,1,89,49,0
13582,241.68,2,106,24,0
13583,664.001,1,372,314,1
13584,250.05,2,326,133,0
13585,684.54,3,1386,165,1
13586,131.53,1,39,176,1
13587,961.1,3,484,84,0
13589,741.09,4,179,84,0
13590,4367.67,12,3428,10,0
13591,976.81,4,365,70,0
13593,3486.61,9,1459,22,0
13594,136.35000000000002,1,37,120,0
13595,818.22,3,353,151,1
13597,396.71,2,231,35,0
13598,609.42,4,343,130,0
13599,5013.96,14,3200,1,0
13600,298.9,1,275,269,1
13601,491.82,2,424,27,0
13602,596.28,3,271,16,0
13604,717.62,1,242,293,1
13605,522.67,2,425,22,0
13607,400.3,1,178,37,0
