Customer ID,TotalPrice,TotalOrders,TotalItems,DaysSinceLastPurchase
12511,3084.02,1,1753,63
12514,580.08,1,400,276
12516,1336.56,2,1077,65
12519,385.7,1,212,111
12523,2582.38,12,1410,9
12524,6640.39,9,3479,23
12525,973.73,3,509,133
12527,386.8,2,292,129
12529,316.48,1,192,163
12530,2096.98,5,1800,50
12531,1807.98,1,1074,321
12533,1367.89,2,704,262
12537,732.94,1,449,43
12538,276.5,1,145,13
12539,5646.400000000001,3,2468,85
12540,8854.25,16,4334,13
12542,481.88,2,522,119
12543,980.25,1,688,83
12547,175.78,1,175,135
12549,1575.68,6,1366,210
12553,916.47,2,360,20
12554,468.5,1,240,83
12555,129.23,1,1,317
12557,6725.18,4,2398,6
12562,1185.18,2,548,20
12563,249.24,1,113,43
12567,4308.58,7,1781,2
12568,70.0,1,48,279
12570,77.52,1,1,317
12573,556.87,4,395,16
12575,622.8199999999999,2,315,92
12576,826.89,3,527,27
12577,995.95,5,725,16
12578,1847.94,2,1184,20
12580,637.2,1,331,211
12582,1469.04,2,685,57
12583,7166.06,13,3924,8
12586,1865.73,3,608,9
12588,743.88,3,385,34
12589,4048.98,6,1458,56
12591,899.3,2,449,25
12592,2145.06,3,1585,154
12594,1751.89,5,991,13
12595,299.02,1,271,139
12598,1511.01,3,942,98
12599,1264.14,6,1233,16
12600,2444.88,12,640,6
12601,104.2,1,45,39
12605,1232.95,4,929,11
12606,21.0,1,1,317
12608,415.79,1,323,39
12609,2309.01,6,905,9
12613,3490.69,5,2519,23
12615,3449.79,4,1941,48
12616,417.8,1,214,23
12619,140.14,1,140,195
12621,11086.14,16,6493,0
12623,3442.74,6,1781,51
12625,2481.06,2,1697,144
12629,1558.22,2,722,20
12631,2841.07,5,1371,91
12632,804.88,2,694,155
12633,3514.18,3,2076,17
12634,490.0,2,337,170
12635,1241.23,2,777,27
12636,141.0,1,1,373
12637,2318.41,4,1282,13
12638,249.8,1,86,274
12639,826.27,2,430,69
12643,5005.78,6,2977,20
12644,1440.58,3,707,65
12645,1764.12,4,1041,44
12647,14201.53,27,5455,2
12648,793.95,3,358,72
12649,1671.14,5,1373,17
12651,263.75,3,187,13
12652,97.05,1,31,69
12653,1950.98,1,762,161
12655,261.35,1,80,58
12656,2356.66,3,1137,60
12661,162.0,1,216,71
12662,3138.24,10,1523,8
12663,239.4,2,181,259
12664,1188.16,2,292,149
12665,250.6,2,128,52
12666,1248.42,1,370,29
12668,7637.53,6,3442,13
12670,764.24,2,230,20
12671,2622.481,1,1460,241
12672,211.15,1,60,230
12673,619.5,1,349,36
12675,958.5,2,337,188
12676,1511.7,5,1197,43
12677,395.1,2,176,190
12678,16652.72,9,11449,10
12681,17080.74,24,10060,2
12682,11745.69,23,5443,0
12683,4220.21,8,2696,0
12686,89.14,1,107,6
12687,2138.91,2,1403,115
12691,134.6,1,51,55
12692,110.95,1,36,272
12693,847.11,3,281,31
12694,973.68,1,846,56
12695,825.02,3,234,163
12696,851.91,2,564,69
12698,339.75,1,111,225
12699,638.11,1,373,52
12701,1648.7,4,1049,164
12703,722.98,3,431,268
12705,4893.81,5,3191,18
12708,2601.19,9,1214,3
12709,21356.82,20,10047,1
12711,1339.05,2,770,246
12712,2797.53,10,1287,0
12714,9384.85,7,5705,23
12717,277.93,1,94,225
12720,2478.94,6,1645,4
12721,1356.95,2,696,20
12724,1286.11,3,934,18
12725,2266.76,4,1142,6
12726,1405.5,4,1475,22
12727,1698.8300000000002,3,734,77
12728,233.84,1,124,18
12730,829.25,1,234,156
12731,6879.8,5,3204,77
12733,2040.92,3,759,24
12734,529.25,2,177,9
12737,3710.5,2,2,133
12738,155.35,1,148,7
12739,1713.69,2,465,20
12741,406.07,2,214,164
12742,1201.52,1,1359,260
12744,4037.77,4,1753,94
12745,925.41,3,468,121
12746,254.55,1,97,175
12747,5080.53,16,1483,4
12748,22879.66,144,13362,0
12749,2806.48,4,889,34
12751,268.27,1,189,79
12755,5218.709999999999,10,2290,0
12758,7111.650000000001,5,4020,94
12759,3489.3,5,2300,21
12760,347.8,1,198,90
12761,782.95,2,281,92
12763,320.08,1,196,4
12765,1404.58,6,1009,107
12766,3078.65,3,1800,1
12767,949.82,1,598,10
12768,168.69000000000003,1,102,85
12770,1895.0,1,1100,91
12771,282.3,1,104,120
12773,124.25,1,109,199
12774,98.7,1,53,170
12775,300.08,2,206,23
12776,55.5,1,46,302
12777,519.45,1,458,92
12778,953.45,3,910,31
12779,2740.91,7,1617,6
12780,337.4,1,285,233
12782,2287.32,6,931,9
12784,1230.33,1,582,164
12785,788.45,2,322,170
12786,728.5,1,324,244
12787,398.52,1,249,48
12788,444.9,4,194,98
12789,181.5,2,32,147
12790,266.93,1,140,45
12791,863.51,6,353,8
12792,426.47,1,177,169
12793,471.85,2,231,6
12796,381.0,1,182,263
12797,552.08,2,215,0
12798,1533.89,1,3199,56
12799,219.35,1,137,164
12800,584.25,3,284,105
12801,1071.82,1,505,135
12802,1988.84,6,1658,77
12803,1092.81,1,872,28
12804,327.02,2,271,100
12805,1434.95,4,593,16
12806,2878.96,4,2087,70
12807,330.35,1,145,18
12808,422.45,3,187,3
12809,1266.63,2,298,200
12810,534.99,2,389,169
12811,519.05,2,205,13
12813,1687.8,3,1141,136
12817,524.94,2,166,34
12819,540.52,1,344,93
12820,1747.18,7,1244,32
12821,128.07999999999998,1,92,246
12823,4742.0,13,700,29
12825,518.63,2,139,156
12826,1481.03,6,937,0
12829,92.3,1,174,185
12831,236.06,2,168,98
12835,6043.31,41,2357,62
12836,3972.76,11,1172,24
12837,554.31,1,185,204
12838,2715.35,9,1486,8
12839,4480.31,13,3042,2
12840,1315.2,3,747,72
12841,3518.33,17,2657,4
12842,799.0,2,340,39
12843,4886.15,22,2250,17
12844,322.64,2,98,77
12846,15.58,1,1,317
12847,765.36,1,624,22
12848,208.0,1,58,310
12849,2039.67,4,1259,16
12850,330.0,1,200,80
12851,148.95,1,51,112
12853,1950.4,5,868,62
12854,1669.52,4,1008,196
12855,612.84,4,240,7
12857,2581.6,4,1077,71
12858,177.92,1,63,18
12859,575.1,1,292,93
12860,55.47,1,27,328
12861,68.25,1,27,254
12862,1008.32,2,613,60
12863,2271.35,5,707,14
12864,152.45,1,231,143
12865,1755.24,2,1048,13
12866,668.23,2,382,109
12867,3876.47,6,3641,32
12868,640.0,3,354,8
12869,337.67,1,144,316
12870,1676.95,3,906,10
12871,363.38,1,284,74
12872,3085.52,11,1536,0
12873,1653.3,2,658,32
12874,948.42,2,623,20
12875,1013.76,3,3168,106
12876,1863.77,2,1106,29
12877,1419.4,8,1084,36
12880,640.13,2,279,16
12887,222.4,1,100,18
12889,385.46,4,124,16
12890,336.8,1,207,22
12891,509.5,8,1375,93
12892,263.38,1,140,31
12894,157.35,1,33,210
12897,297.75,2,139,16
12898,310.96000000000004,2,240,98
12899,366.4,1,108,48
12900,340.33,1,139,57
12903,833.53,1,493,63
12905,1018.42,2,532,211
12907,508.91,2,177,30
12908,1026.0,3,1800,15
12909,924.52,3,668,59
12910,2721.48,5,1940,14
12911,1680.47,1,820,186
12913,4217.2300000000005,9,1813,3
12914,223.98,1,336,35
12915,811.1,3,359,7
12916,1647.87,3,655,77
12917,3765.2,5,984,35
12918,10953.5,1,1,261
12920,323.86,3,292,206
12921,19333.95,39,12182,1
12923,612.9,2,168,25
12924,1535.7,8,942,28
12925,35.28,1,108,227
12926,1548.46,4,766,46
12927,197.31,1,145,29
12928,2242.19,7,1427,13
12931,50291.38,42,34902,15
12932,1698.56,8,1609,174
12933,1079.5,5,460,15
12934,181.65,1,31,371
12935,2083.16,8,1348,10
12937,1593.34,5,976,98
12939,13683.0,12,5452,14
12941,377.49,1,381,359
12942,258.75,1,69,0
12943,496.5,2,222,193
12945,437.16,1,281,291
12946,324.45,1,149,71
12947,304.04,1,184,8
12948,252.48,2,224,365
12949,11359.48,14,5852,17
12951,2149.65,9,1159,21
12953,498.96,1,280,157
12954,162.45,1,83,273
12956,413.82,3,306,319
12957,4689.43,5,2137,176
12958,539.49,2,131,35
12959,150.95,1,109,119
12960,1322.07,4,1379,48
12961,211.99,1,180,14
12963,1744.96,5,928,0
12964,132.24,1,56,72
12967,2646.02,2,834,6
12969,122.45,1,55,237
12970,1072.73,6,704,15
12971,4782.88,33,5298,1
12972,1161.2,4,844,48
12973,385.55,1,31,48
12974,264.15,1,80,200
12975,2100.09,6,911,71
12976,2417.78,7,2123,13
12977,478.39,3,119,136
12978,2502.82,5,1394,20
12979,517.7,1,520,364
12980,8870.880000000001,12,1024,21
12982,2354.27,7,1441,29
12983,490.08,1,638,233
12986,2729.84,10,1164,63
12987,753.51,3,366,55
12989,6627.64,18,3992,59
12990,546.0,4,280,52
12991,261.06,1,78,24
12992,93.35,1,21,360
12993,844.87,4,511,80
12996,355.5,1,122,10
12997,884.02,4,522,29
12998,920.08,3,1124,127
13000,497.65,1,169,360
13001,14353.28,20,8034,39
13002,293.18,2,128,51
13004,5994.94,18,3946,21
13005,485.98,2,290,66
13007,175.25,1,59,214
13008,382.66,2,204,32
13009,234.0,1,120,307
13010,330.12,2,323,9
13011,50.55,1,13,7
13012,1310.99,3,739,64
13013,7814.83,18,4239,6
13014,1914.8,1,1074,67
13015,3240.14,6,1918,73
13018,2485.46,7,1311,48
13019,1229.95,6,397,14
13020,618.96,2,278,197
13021,2270.86,8,1194,9
13022,65.3,1,35,64
13023,759.13,1,299,163
13024,555.87,2,181,105
13025,323.39,1,241,366
13026,757.72,4,846,123
13027,10423.2,13,25800,20
13029,679.8,2,60,9
13030,427.74,1,204,3
13031,3419.27,5,2399,42
13032,1833.37,7,906,27
13033,30.0,1,15,64
13034,279.91,2,153,4
13035,442.32,1,282,66
13036,307.1,1,38,319
13037,3033.88,9,1699,34
13039,1010.73,4,290,219
13041,799.13,4,335,85
13042,1556.54,3,830,233
13044,4293.43,10,2124,127
13045,503.64,2,184,36
13046,319.94,1,241,91
13047,5557.62,17,2055,8
13048,2248.3,5,1467,71
13049,751.5600000000001,2,352,24
13050,6507.67,19,3458,1
13051,155.8,2,72,213
13052,2820.38,6,1232,55
13053,127.65,1,47,256
13055,1106.7,1,927,64
13056,209.48,1,158,186
13057,722.09,3,466,165
13059,2119.77,9,829,48
13063,188.4,1,116,115
13064,561.25,2,154,185
13065,1055.05,5,381,8
13067,393.05,2,99,44
13069,5247.01,16,9519,4
13070,522.9,3,262,94
13071,129.22,1,30,247
13073,418.08,2,261,46
13074,1378.74,4,826,146
13076,135.4,1,44,92
13077,2335.4,8,1922,1
13078,16904.510000000002,32,6553,1
13079,199.08,1,96,52
13080,222.65,3,73,36
13081,30867.77,19,22355,6
13082,3722.12,12,4142,59
13083,91.68,1,120,60
13084,122.4,1,144,126
13085,2017.2,6,728,314
13086,439.33,1,155,17
13087,313.64,1,86,361
13088,236.11,1,76,52
13089,57912.03,109,29164,3
13090,5192.27,13,1182,0
13091,1976.0,2,873,364
13092,1662.45,7,385,49
13093,47111.18,48,22266,8
13094,505.8,2,372,3
13096,419.7000000000001,1,6,29
13097,7378.8,18,3033,23
13101,594.21,3,365,133
13102,5272.83,14,2372,0
13103,465.7000000000001,2,344,72
13104,610.62,3,330,50
13105,72.0,1,100,71
13106,526.96,1,213,48
13107,3721.45,5,3023,48
13108,748.46,2,745,7
13109,347.49,1,237,186
13110,1468.8000000000002,5,375,72
13111,321.88000000000005,1,180,353
13112,20.6,1,11,176
13113,6379.77,14,1500,1
13114,234.38,1,74,365
13115,3199.92,6,2367,14
13117,1658.9,12,1122,0
13118,1217.6,4,424,11
13119,134.9,1,110,303
13123,506.75,2,268,107
13124,916.12,1,636,20
13125,158.57,1,54,158
13126,1898.61,7,1266,1
13128,263.5,1,31,266
13129,233.25,2,296,87
13131,2240.47,4,1076,53
13133,90.65,1,23,94
13134,681.65,2,305,37
13135,275.45,1,123,126
13136,3666.95,8,1781,10
13137,4062.29,8,2068,21
13138,504.85,2,245,7
13139,3138.04,1,2189,72
13140,791.96,3,462,1
13141,5279.83,12,3621,20
13143,405.1,1,198,219
13144,24.4,1,8,66
13145,805.0,4,121,7
13148,4914.6900000000005,14,2596,24
13150,449.97,3,171,119
13151,1322.87,2,469,260
13152,2146.38,7,977,52
13154,1624.84,3,976,34
13155,778.42,3,412,3
13156,1586.54,3,914,20
13157,3946.14,5,3323,44
13158,307.12,1,208,23
13161,366.13,1,77,135
13162,7587.2,12,4042,15
13163,17.65,1,3,245
13164,372.2,2,120,204
13165,429.68,1,360,48
13166,466.98,1,311,49
13167,333.82,1,222,25
13168,556.12,1,230,177
13169,127.2,1,24,197
13172,69.6,1,48,35
13173,2285.7,10,1343,2
13174,6677.81,10,3146,4
13175,831.45,2,423,217
13177,229.75,1,89,65
13178,8333.72,10,5208,32
13179,572.3100000000001,1,368,253
13180,86.10000000000001,1,42,242
13181,359.69,1,171,16
13183,3078.4,6,1819,29
13187,130.99,3,280,259
13190,570.66,3,308,179
13191,164.69,1,115,293
13192,1646.64,4,1034,170
13194,412.08,1,300,56
13195,172.38,1,83,49
13196,1271.06,3,782,78
13197,373.0100000000001,1,204,244
13198,1572.99,2,801,22
13199,6615.77,30,5843,1
13201,1240.61,4,1039,137
13202,1580.3,7,572,29
13203,1778.79,6,1613,21
13204,966.66,1,428,366
13205,2803.2,1,256,78
13206,8377.32,13,7155,35
13207,285.6,2,48,86
13208,764.6,3,541,84
13209,2617.9,5,1528,149
13211,1531.9,7,1016,16
13213,2330.94,6,1602,18
13214,3264.23,7,2966,52
13215,81.6,1,96,37
13217,132.5,1,250,290
13219,76.23,1,11,253
13220,516.8,1,200,210
13222,88.5,1,30,212
13223,805.9200000000001,4,480,58
13225,9796.23,9,3985,56
13226,204.25,1,99,28
13230,3553.81,17,1970,0
13233,571.34,2,600,55
13234,356.95,2,162,307
13237,643.0,1,128,22
13238,305.9,2,144,65
13239,1265.13,4,824,72
13240,1074.87,5,561,0
13241,115.58,1,48,46
13242,429.0,4,220,86
13243,677.97,4,346,84
13245,558.72,1,246,67
13246,1400.13,5,1213,28
13249,897.52,6,700,36
13250,256.04,2,108,95
13251,252.68,1,215,37
13252,399.3,2,134,29
13253,1920.71,2,1443,65
13254,51.41,1,43,11
13255,504.95,2,340,8
13257,149.75,1,33,71
13258,336.6,2,164,14
13259,1141.06,8,385,32
13262,373.16,2,122,24
13263,1250.62,4,610,28
13264,722.5600000000001,1,375,77
13266,2300.78,7,2409,48
13267,5236.77,18,2135,1
13269,3545.47,14,3050,4
13270,590.0,1,200,1
13274,360.85,1,199,44
13275,241.66,2,140,18
13276,1348.33,3,694,32
13277,264.9,3,206,15
13278,893.12,3,821,34
13280,1507.77,4,973,14
13281,350.85,1,201,74
13282,181.05,1,103,41
13283,279.7,2,114,202
13285,655.47,2,406,235
13286,734.91,1,274,235
13287,781.59,3,429,238
13288,927.61,5,379,78
13289,307.95,1,119,358
13290,208.63,1,1,73
13291,2959.73,10,1386,49
13292,415.57,3,183,50
13293,1192.94,6,555,27
13294,815.79,1,543,281
13295,900.77,3,651,11
13296,705.11,5,575,58
13297,2278.77,3,1731,20
13299,1076.2,2,386,58
13300,913.62,2,252,23
13302,95.45,1,7,161
13303,61.72,1,26,35
13304,917.57,3,478,90
13305,1753.85,7,1129,7
13306,53.65,1,74,65
13307,258.34,2,136,122
13308,284.86,1,230,231
13309,249.58,1,370,27
13310,409.17,2,229,15
13312,124.75,1,41,86
13313,1890.0,7,1457,114
13315,310.26,1,232,324
13316,7213.84,6,14424,27
13317,4212.411,13,2114,20
13319,11236.95,34,4546,0
13320,679.4,2,423,69
13324,3391.52,8,3243,63
13326,281.76,1,140,67
13327,6251.71,14,2879,0
13329,4323.97,7,3023,1
13330,1665.25,3,1224,90
13331,262.4,1,54,36
13333,1015.74,3,685,46
13334,2726.93,2,1453,171
13337,1575.26,1,980,181
13338,1958.6,3,895,176
13340,11364.08,5,3866,52
13346,299.4,6,180,97
13357,3228.41,4,1820,129
13359,603.75,1,220,38
13360,1553.65,4,942,66
13361,1450.5,2,324,107
13362,2303.33,3,1099,13
13363,731.36,1,436,44
13367,510.2000000000001,1,253,66
13368,498.1,2,279,49
13369,308.28000000000003,1,149,0
13370,754.87,1,343,6
13371,2297.66,2,1019,140
13373,4274.94,3,2612,50
13374,422.8,2,135,49
13375,1013.58,1,682,79
13377,1552.88,2,748,31
13380,62.4,1,48,67
13381,4585.06,6,3096,14
13382,1164.59,4,732,63
13383,305.28000000000003,1,288,178
13384,2528.9,4,1720,25
13386,835.46,2,514,49
13387,189.44,1,125,52
13388,508.55,1,419,238
13392,91.14,1,82,312
13393,1131.45,4,662,218
13394,4101.68,11,2962,14
13395,872.51,2,1324,35
13397,1647.74,5,906,72
13398,213.0,1,60,83
13399,275.4,3,120,99
13400,310.83,1,284,217
13402,913.9,3,628,7
13403,154.5,2,70,22
13405,641.36,3,690,116
13406,568.92,2,292,62
13407,2244.7,3,1690,213
13408,23616.422,46,13267,6
13410,1198.9,4,726,28
13412,487.35,1,176,255
13413,429.44,6,455,274
13414,1103.64,3,1128,98
13415,800.67,4,502,107
13416,228.3,1,66,371
13417,1028.66,4,370,182
13418,6106.17,15,3688,7
13421,2252.04,6,1239,41
13423,217.03,1,141,63
13424,572.77,1,529,84
13425,1779.42,2,1259,143
13426,4526.06,12,2623,17
13427,423.93,3,335,112
13428,281.51,2,210,149
13431,2047.14,6,898,41
13432,439.1,2,217,206
13433,658.3199999999999,4,190,136
13434,1132.62,3,564,20
13435,665.34,2,662,11
13438,46.5,1,10,182
13439,702.9,2,710,23
13440,1295.25,7,573,58
13441,424.26,1,316,66
13442,419.87,3,115,302
13443,1280.16,6,809,83
13444,631.6800000000001,2,337,9
13445,241.9,1,198,261
13446,3881.89,11,2403,65
13448,5701.5,9,2744,8
13450,2076.32,7,2336,9
13451,4214.77,6,3119,16
13452,139.8,1,4,107
13453,424.71,1,207,37
13454,219.87,1,198,276
13455,1847.59,5,631,1
13457,148.22,2,96,323
13458,2312.7,2,1252,14
13459,1160.41,2,986,259
13461,2715.0,3,1962,42
13462,1002.35,4,635,45
13464,2422.96,5,1037,29
13465,931.12,2,584,81
13466,705.45,4,401,43
13468,7685.54,38,3235,3
13469,82.4,1,52,288
13472,592.24,2,310,98
13473,2235.12,6,734,209
13474,434.2,2,202,78
13476,823.0,3,296,41
13477,1379.59,5,1074,90
13478,2215.78,5,1189,104
13479,550.42,2,582,87
13480,627.82,2,362,51
13481,2026.28,6,913,9
13482,151.45,1,71,262
13484,476.92,2,180,18
13485,2564.98,10,1521,11
13487,271.47,2,97,140
13488,6619.57,11,3373,2
13490,154.25,1,25,289
13491,3350.74,18,1482,7
13495,3329.39,6,1845,3
13497,972.28,5,416,3
13498,327.38,1,362,365
13500,299.53,1,229,36
13501,1544.79,2,693,121
13502,488.5,2,226,50
13503,1688.54,5,870,114
13506,1180.68,4,850,4
13508,176.07999999999998,1,156,277
13509,135.0,1,108,142
13510,2766.73,7,1658,10
13511,282.76,1,60,311
13512,462.18,3,276,22
13513,619.49,2,255,76
13514,663.7,3,248,63
13515,374.7,2,138,84
13516,295.85,1,129,52
13519,220.46,1,110,77
13520,3285.05,6,1640,6
13523,1136.64,2,602,1
13526,1182.0,2,1911,373
13527,2396.23,5,1070,53
13530,402.98,1,272,269
13531,1254.72,5,426,1
13534,1850.82,10,908,14
13535,89.5,1,10,37
13537,717.85,2,337,60
13538,1831.88,5,788,31
13539,938.02,4,390,55
13540,632.39,3,189,102
13541,785.25,2,279,62
13542,4006.17,17,815,11
13543,1439.61,2,329,269
13544,537.59,4,231,46
13545,374.64,2,257,25
13546,465.15,2,230,17
13547,175.53,1,82,43
13548,226.58,1,124,106
13549,87.6,1,96,22
13550,349.51,1,454,18
13551,152.39999999999998,1,24,301
13552,3238.85,10,1237,63
13553,517.8,1,206,309
13554,1638.28,7,582,15
13555,4849.91,9,2167,13
13556,200.82,2,134,64
13557,2448.2,11,1852,50
13559,990.0,2,360,147
13561,1678.86,10,1053,32
13562,3038.85,5,846,36
13564,15500.53,35,8590,3
13565,174.57999999999998,1,88,46
13566,833.41,3,691,69
13567,1083.69,4,645,63
13569,520.03,3,238,2
13571,2454.2200000000003,14,1438,17
13573,622.07,4,357,14
13574,421.25,1,316,46
13576,4834.400000000001,11,1968,8
13577,1801.68,7,870,17
13578,147.66,1,127,44
13579,1072.0,4,588,4
13580,107.75,1,45,41
13581,162.53,1,89,49
13582,241.68,2,106,24
13583,664.001,1,372,314
13584,250.05,2,326,133
13585,684.54,3,1386,165
13586,131.53,1,39,176
13587,961.1,3,484,84
13589,741.09,4,179,84
13590,4367.67,12,3428,10
13591,976.81,4,365,70
13593,3486.61,9,1459,22
13594,136.35000000000002,1,37,120
13595,818.22,3,353,151
13597,396.71,2,231,35
13598,609.42,4,343,130
13599,5013.96,14,3200,1
13600,298.9,1,275,269
13601,491.82,2,424,27
13602,596.28,3,271,16
13604,717.62,1,242,293
13605,522.67,2,425,22
13607,400.3,1,178,37
13608,236.2,1,113,175
13609,167.35,1,19,228
13610,1044.0,7,393,22
13611,2147.73,7,1236,9
13612,818.29,1,444,267
13613,1039.85,5,445,87
13614,748.73,2,258,28
13615,5854.84,7,2721,34
13616,288.1,2,175,203
13617,734.57,5,293,43
13619,231.69,2,84,179
13620,112.34,1,74,163
13622,658.95,1,379,331
13623,1818.71,5,729,15
13624,462.08,1,820,23
13625,301.26,1,144,231
13626,449.81,1,189,14
13627,607.43,2,363,123
13628,310.14,1,106,311
13629,5578.5,8,3350,48
13632,1526.88,3,602,29
13634,3498.31,11,1392,9
13635,1928.13,3,1207,77
13639,312.93,1,197,71
13640,405.0,1,108,246
13641,1016.47,5,1098,275
13642,159.92,3,80,67
13643,1637.33,7,629,17
13646,326.25,2,79,34
13647,1393.56,4,908,129
13648,1764.02,8,960,35
13649,1332.28,5,724,1
13650,1451.66,4,824,9
13651,132.65,1,29,16
13652,1475.77,3,992,3
13653,152.2,1,72,122
13654,3600.67,5,2580,15
13655,1347.54,4,620,9
13656,699.2,2,372,134
13658,3386.33,4,1152,18
13659,3321.68,10,1645,51
13660,314.59,1,137,35
13661,325.24,1,118,238
13662,1352.35,8,636,20
13663,1858.04,4,802,15
13665,1711.66,3,1652,21
13666,43.25,2,13,55
13668,6726.35,14,2391,18
13669,195.0,1,156,42
13671,194.95,1,107,29
13672,233.53000000000003,1,81,365
13674,240.68,1,102,67
13676,243.9,2,104,174
13677,556.1899999999999,2,218,39
13679,281.26,3,102,128
13680,7713.25,8,3316,106
13683,258.6,1,180,92
13684,529.75,3,196,25
13686,337.04,2,308,15
13687,11880.84,1,87167,73
13688,375.5,1,130,270
13689,349.5,1,210,79
13691,212.78,1,145,31
13692,1626.08,2,875,43
13693,2011.82,9,880,9
13694,131443.19,94,125893,8
13695,266.6,1,188,212
13696,2020.4,3,552,56
13698,465.53,2,231,231
13699,455.57,1,153,185
13700,348.34,3,505,52
13701,161.0,1,80,81
13702,135.18,1,74,80
13703,326.06,1,118,50
13705,1323.47,5,646,8
13706,300.38,1,112,261
13707,2559.45,3,1859,64
13709,1263.7,5,614,81
13710,329.04,2,160,58
13711,1540.2,7,679,41
13712,537.58,1,776,245
13713,743.26,3,286,43
13714,161.35,1,50,100
13715,7403.95,13,4371,7
13717,318.29,2,185,92
13719,1773.57,6,990,28
13721,217.4,1,196,30
13722,3260.0,7,1658,55
13723,1009.35,5,586,27
13724,213.01,1,130,272
13727,746.57,6,208,246
13728,1839.03,10,811,22
13729,724.73,3,419,70
13733,487.03,2,335,45
13734,6701.640000000001,4,303,143
13735,6927.9800000000005,9,3028,11
13736,2034.31,5,1055,60
13738,440.93,1,240,31
13739,75.3,1,22,162
13740,1247.02,4,566,50
13745,477.32,1,650,181
13746,176.69,1,83,48
13747,169.79999999999998,2,60,8
13748,1320.1,5,669,8
13750,1954.92,6,854,15
13752,404.4500000000001,1,131,162
13753,1353.31,3,938,233
13754,164.45000000000002,1,101,72
13756,4017.980000000001,10,2253,2
13757,195.55,1,54,309
13758,6226.43,10,3224,1
13760,1076.85,3,426,39
13761,881.52,4,437,137
13762,2165.76,4,2336,228
13763,3502.48,2,2496,52
13764,1431.5,3,1167,204
13765,352.821,1,297,288
13766,190.35,1,137,130
13767,18320.17,39,7913,4
13768,875.97,2,373,361
13769,3003.9100000000003,11,1411,2
13770,785.37,4,468,57
13771,3094.37,5,1663,168
13772,1982.09,5,910,35
13773,301.54,2,174,31
13775,1049.66,1,455,225
